text,label,source,source_label,mapping_confidence,is_event_specific
"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 15 U.S.C 1681 Section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions. 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information. Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than XXXX years. XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",complaint,hf_hpe_customer_complaints,"improper use of your report reporting company used your report improperly credit reporting, credit repair services, or o",public_mapped_high,False
I don't know what I have to do to buy some products,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
I do not know what I need to do to purchase something,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
please give me round trip fares from baltimore to philadelphia,pricing_request,hf_atis,airfare,weak_domain_mapped,False
were can i set the secondary delivery address up,service_question,hf_bitext_customer_support,set_up_shipping_address,public_mapped_high,False
inform of payment problems,payment_issue,hf_bitext_customer_support,payment_issue,public_mapped_high,False
can I see the bloody withdrawal penalties?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
I got charged and extra fee when I transferred money so why was I charged?,pricing_request,hf_banking77,transfer_fee_charged,public_mapped_medium,False
can you help me see what delivery options I have?,service_question,hf_bitext_customer_support,delivery_options,public_mapped_high,False
i have to check bill can i get some help,payment_issue,hf_bitext_customer_support,check_invoice,public_mapped_high,False
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,pricing_request,hf_banking77,card_payment_fee_charged,public_mapped_medium,False
I don't know what I have to do to shop a few of your item,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
Do you provide lighting services?,service_question,eventsense_extra_manual_examples,service_question,event_specific_manual,True
I am writing about ameris bank and manager XXXX XXXX who was let people inbesele XXXX XXXX in and out of my account I had fought and I had taken a bank check for the money I had from social security fraud that XXXX XXXX was doing with XXXX XXXX in XXXX XXXX county XXXX Florida and now i'm in XXXX XXXX and my credit dropped because of ameris I a a credit card that was insured on my account which had the money on u bank insured for XXXX I am XXXX and I can't have that much money in my name so I had to take it out to prove what has been going on with my accounts I had 2 with them,complaint,hf_hpe_customer_complaints,problem with a lender or other company charging your account can't stop withdrawals from your account checking or saving,public_mapped_high,False
can i place an order frim,service_question,hf_bitext_customer_support,delivery_options,public_mapped_high,False
what kind of airplane is flight ua 281 from boston to denver,service_question,hf_atis,aircraft,weak_domain_mapped,False
help me to cancel the subscription to the company newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
"I'm in a meeting, call me later at",other,hf_sms_spam_collection,ham,other_spam_noise,False
All of my funds were locked for a security validation. I have spent 2 weeks trying to submit my ID to this bank and they told me they closed my account and mailed me the check I just called and I was told my account was never closed. THEY ARE STEALING MY MONEY!,payment_issue,hf_hpe_customer_complaints,managing an account problem using a debit or atm card checking or savings account   ,public_mapped_high,False
